Time(s),Force_X,Force_Y(N),Force_Z
59.447635889053345,-0.31,-0.40,-1.87
59.992157220840454,-0.29,-0.37,-1.83
60.43915629386902,-0.27,-0.36,-1.84
60.996793031692505,-0.26,-0.36,-1.87
61.42791032791138,-0.26,-0.35,-1.89
61.98887014389038,-0.26,-0.35,-1.94
62.42025065422058,-0.26,-0.35,-1.96
62.980212688446045,-0.27,-0.36,-1.98
63.411290645599365,-0.26,-0.36,-1.99
63.9393892288208,-0.26,-0.35,-2.01
64.45949530601501,-0.26,-0.35,-2.01
64.99230217933655,-0.26,-0.35,-2.01
65.50435018539429,-0.26,-0.36,-2.02
65.93817591667175,-0.26,-0.35,-2.00
66.47266435623169,-0.26,-0.36,-2.01
67.00659728050232,-0.26,-0.35,-2.01
67.4366614818573,-0.26,-0.35,-2.01
67.98073530197144,-0.26,-0.35,-2.01
68.4371132850647,-0.25,-0.35,-2.00
68.9879503250122,-0.26,-0.35,-1.99
69.41789555549622,-0.25,-0.35,-1.99
69.96181917190552,-0.26,-0.35,-1.99
70.50753474235535,-0.25,-0.35,-1.98
70.92194175720215,-0.25,-0.35,-2.00
71.51559567451477,-0.25,-0.36,-2.00
71.96005582809448,-0.25,-0.36,-2.00
72.40611338615417,-0.25,-0.35,-2.01
