Time(s),Force_X,Force_Y(N),Force_Z
62.01316857337952,0.06,-0.05,-2.80
62.459208726882935,0.06,-0.04,-2.78
62.908164262771606,0.05,-0.04,-2.67
63.468244791030884,0.04,-0.04,-2.48
63.91429662704468,0.04,-0.04,-2.35
64.47592186927795,0.04,-0.04,-2.22
64.92200255393982,0.04,-0.03,-2.11
65.48249530792236,0.04,-0.03,-2.05
65.92923331260681,0.04,-0.03,-2.00
66.48978424072266,0.04,-0.03,-1.98
66.93584489822388,0.04,-0.04,-1.97
67.49699378013611,0.05,-0.03,-1.97
67.94279980659485,0.04,-0.03,-1.97
68.50396347045898,0.04,-0.03,-1.98
68.95008754730225,0.04,-0.03,-1.98
69.5109601020813,0.04,-0.03,-2.00
69.9570689201355,0.05,-0.03,-1.99
70.4061975479126,0.04,-0.03,-2.00
70.96430397033691,0.04,-0.03,-2.00
71.41235947608948,0.04,-0.03,-2.00
71.97391486167908,0.04,-0.03,-2.01
72.40333557128906,0.04,-0.03,-2.01
72.96467804908752,0.04,-0.03,-2.00
73.41057229042053,0.04,-0.03,-2.00
73.97190356254578,0.05,-0.03,-2.01
74.41782474517822,0.04,-0.03,-2.01
74.97930765151978,0.04,-0.03,-2.01
75.42739868164062,0.05,-0.03,-2.21
75.98368382453918,0.05,-0.04,-2.44
76.43282461166382,0.05,-0.04,-2.55
76.99090766906738,0.06,-0.03,-2.60
77.43989729881287,0.06,-0.04,-2.60
77.99794268608093,0.05,-0.04,-2.60
78.4471173286438,0.06,-0.04,-2.58
79.00533509254456,0.06,-0.04,-2.56
79.45333099365234,0.06,-0.03,-2.53
80.0134220123291,0.05,-0.04,-2.52
80.45937299728394,0.05,-0.04,-2.51
80.90834283828735,0.05,-0.04,-2.51
81.46667790412903,0.05,-0.03,-2.49
81.91370177268982,0.05,-0.03,-2.49
82.47269105911255,0.05,-0.03,-2.49
82.92186689376831,0.05,-0.04,-2.50
83.48325514793396,0.05,-0.04,-2.50
83.91277813911438,0.05,-0.04,-2.50
84.4494309425354,0.05,-0.03,-2.50
84.99797105789185,0.04,-0.03,-2.50
85.44794225692749,0.04,-0.03,-2.50
85.99024939537048,0.04,-0.04,-2.50
86.42094874382019,0.05,-0.03,-2.50
86.98106741905212,0.04,-0.03,-2.50
87.42759013175964,0.04,-0.03,-2.50
87.98635530471802,0.04,-0.03,-2.51
88.43638229370117,0.04,-0.03,-2.51
88.98668313026428,0.04,-0.04,-2.50
89.41047859191895,0.04,-0.03,-2.50
89.95138025283813,0.03,-0.03,-2.50
90.48065662384033,0.04,-0.03,-2.50
90.92773413658142,0.04,-0.03,-2.50
91.48552513122559,0.03,-0.03,-2.50
91.91880822181702,0.04,-0.03,-2.50
92.44726181030273,0.03,-0.03,-2.50
92.98887801170349,0.04,-0.03,-2.50
93.41896295547485,0.04,-0.03,-2.50
93.97387027740479,0.03,-0.03,-2.50
94.4125485420227,0.55,0.28,-2.45
94.95523595809937,0.83,0.51,-2.40
95.49740767478943,0.75,0.54,-2.28
95.94612431526184,0.67,0.55,-2.16
96.48730492591858,0.84,0.71,-2.21
96.9362735748291,1.16,0.92,-2.28
97.49544835090637,1.62,1.20,-2.88
97.92659521102905,1.08,0.72,-3.15
98.46283650398254,1.01,0.60,-2.70
98.99769330024719,1.01,0.55,-2.54
99.43012285232544,1.09,0.58,-2.46
99.96585416793823,1.37,0.72,-2.65
100.49994850158691,1.94,0.99,-2.82
100.93079876899719,1.03,0.51,-3.38
101.46811771392822,0.84,0.52,-3.06
101.90824770927429,0.82,0.52,-2.99
102.44899725914001,0.81,0.51,-2.97
102.99321293830872,0.81,0.51,-2.96
103.44122624397278,0.80,0.51,-2.97
104.02404379844666,0.81,0.51,-2.97
104.45678091049194,0.80,0.51,-2.99
105.00438594818115,0.80,0.51,-3.00
105.42210626602173,0.80,0.51,-3.00
